IV,DV,C,Other
290,1.0104098893949252,4,
295,1.0102334505916213,4,
60,1.0754716981132075,6,
65,1.0696661828737302,6,
70,1.064690026954178,6,
75,1.060377358490566,6,
80,1.0566037735849056,6,
85,1.053274139844617,6,
90,1.050314465408805,6,
95,1.047666335650447,6,
100,1.0452830188679245,6,
105,1.0431266846361187,6,
110,1.0411663807890223,6,
115,1.0393765381460214,6,
120,1.0377358490566038,6,
125,1.0362264150943397,6,
130,1.034833091436865,6,
135,1.0335429769392033,6,
140,1.0323450134770888,6,
145,1.0312296681847755,6,
150,1.030188679245283,6,
155,1.029214850882532,6,
160,1.028301886792453,6,
165,1.0274442538593482,6,
170,1.0266370699223086,6,
175,1.0258760107816711,6,
180,1.0251572327044025,6,
185,1.0244773074961755,6,
190,1.0238331678252235,6,
195,1.02322206095791,6,
200,1.0226415094339623,6,
205,1.0220892774965487,6,
210,1.0215633423180592,6,
215,1.021061869240895,6,
220,1.020583190394511,6,
225,1.020125786163522,6,
230,1.0196882690730107,6,
235,1.0192693697310318,6,
240,1.0188679245283019,6,
245,1.018482864844051,6,
250,1.0181132075471697,6,
255,1.0177580466148723,6,
260,1.0174165457184325,6,
265,1.0170879316482735,6,
270,1.0167714884696017,6,
275,1.016466552315609,6,
280,1.0161725067385445,6,
285,1.015888778550149,6,
290,1.0156148340923878,6,
295,1.0153501758874321,6,
60,1.10062893081761,8,
65,1.09288824383164,8,
70,1.0862533692722371,8,
75,1.080503144654088,8,
80,1.0754716981132075,8,
85,1.0710321864594894,8,
90,1.0670859538784068,8,
95,1.063555114200596,8,
100,1.060377358490566,8,
105,1.0575022461814914,8,
110,1.0548885077186965,8,
115,1.0525020508613618,8,
120,1.050314465408805,8,
125,1.0483018867924527,8,
130,1.04644412191582,8,
135,1.0447239692522712,8,
140,1.0431266846361187,8,
145,1.0416395575797006,8,
150,1.040251572327044,8,
155,1.0389531345100427,8,
160,1.0377358490566038,8,
165,1.036592338479131,8,
170,1.0355160932297447,8,
175,1.034501347708895,8,
180,1.0335429769392033,8,
185,1.0326364099949006,8,
190,1.0317775571002978,8,
195,1.03096274794388,8,
200,1.030188679245283,8,
205,1.0294523699953981,8,
210,1.0287511230907458,8,
215,1.0280824923211935,8,
220,1.0274442538593482,8,
225,1.0268343815513628,8,
230,1.026251025430681,8,
235,1.0256924929747089,8,
240,1.0251572327044025,8,
245,1.0246438197920678,8,
250,1.0241509433962264,8,
255,1.0236773954864964,8,
260,1.02322206095791,8,
265,1.0227839088643644,8,
270,1.0223619846261356,8,
275,1.0219554030874785,8,
280,1.0215633423180592,8,
285,1.0211850380668652,8,
290,1.0208197787898503,8,
295,1.0204669011832428,8,
60,1.1257861635220126,10,
65,1.11611030478955,10,
70,1.1078167115902966,10,
75,1.10062893081761,10,
80,1.0943396226415094,10,
85,1.0887902330743617,10,
90,1.0838574423480083,10,
95,1.0794438927507448,10,
100,1.0754716981132075,10,
105,1.0718778077268643,10,
110,1.0686106346483706,10,
115,1.0656275635767023,10,
120,1.0628930817610063,10,
125,1.060377358490566,10,
130,1.058055152394775,10,
135,1.0559049615653389,10,
140,1.0539083557951483,10,
145,1.052049446974626,10,
150,1.050314465408805,10,
155,1.0486914181375533,10,
160,1.0471698113207548,10,
165,1.0457404230989136,10,
170,1.044395116537181,10,
175,1.0431266846361187,10,
180,1.0419287211740043,10,
185,1.0407955124936257,10,
190,1.0397219463753724,10,
195,1.03870343492985,10,
200,1.0377358490566038,10,
205,1.0368154624942476,10,
210,1.0359389038634321,10,
215,1.0351031154014918,10,
220,1.0343053173241852,10,
225,1.0335429769392033,10,
230,1.0328137817883511,10,
235,1.0321156162183862,10,
240,1.0314465408805031,10,
245,1.0308047747400848,10,
250,1.030188679245283,10,
255,1.0295967443581207,10,
260,1.0290275761973875,10,
265,1.0284798860804556,10,
270,1.0279524807826694,10,
275,1.0274442538593482,10,
280,1.0269541778975741,10,
285,1.0264812975835815,10,
290,1.026024723487313,10,
295,1.0255836264790534,10,
60,1.150943396226415,12,
65,1.13933236574746,12,
70,1.1293800539083558,12,
75,1.120754716981132,12,
80,1.1132075471698113,12,
85,1.106548279689234,12,
90,1.10062893081761,12,
95,1.0953326713008937,12,
100,1.090566037735849,12,
105,1.0862533692722371,12,
110,1.0823327615780447,12,
115,1.0787530762920428,12,
120,1.0754716981132075,12,
125,1.0724528301886793,12,
130,1.0696661828737302,12,
135,1.0670859538784068,12,
140,1.064690026954178,12,
145,1.0624593363695511,12,
150,1.060377358490566,12,
155,1.058429701765064,12,
160,1.0566037735849056,12,
165,1.0548885077186965,12,
170,1.053274139844617,12,
175,1.0517520215633422,12,
180,1.050314465408805,12,
185,1.0489546149923508,12,
190,1.047666335650447,12,
195,1.04644412191582,12,
200,1.0452830188679245,12,
205,1.044178554993097,12,
210,1.0431266846361187,12,
215,1.0421237384817903,12,
220,1.0411663807890223,12,
225,1.040251572327044,12,
230,1.0393765381460214,12,
235,1.0385387394620633,12,
240,1.0377358490566038,12,
245,1.0369657296881016,12,
250,1.0362264150943397,12,
255,1.0355160932297447,12,
260,1.034833091436865,12,
265,1.0341758632965468,12,
270,1.0335429769392033,12,
275,1.0329331046312178,12,
280,1.0323450134770888,12,
285,1.0317775571002978,12,
290,1.0312296681847755,12,
295,1.030700351774864,12,
60,1.1761006289308176,14,
65,1.16255442670537,14,
70,1.150943396226415,14,
75,1.140880503144654,14,
80,1.1320754716981132,14,
85,1.1243063263041067,14,
90,1.1174004192872118,14,
95,1.1112214498510427,14,
100,1.1056603773584905,14,
105,1.10062893081761,14,
110,1.0960548885077186,14,
115,1.0918785890073832,14,
120,1.0880503144654088,14,
125,1.0845283018867924,14,
130,1.0812772133526851,14,
135,1.0782669461914745,14,
140,1.0754716981132075,14,
145,1.0728692257644763,14,
150,1.070440251572327,14,
155,1.0681679853925745,14,
160,1.0660377358490567,14,
165,1.0640365923384791,14,
170,1.0621531631520533,14,
175,1.060377358490566,14,
180,1.0587002096436058,14,
185,1.057113717491076,14,
190,1.0556107249255213,14,
195,1.05418480890179,14,
200,1.0528301886792453,14,
205,1.0515416474919466,14,
210,1.050314465408805,14,
215,1.0491443615620886,14,
220,1.0480274442538593,14,
225,1.0469601677148848,14,
230,1.0459392945036916,14,
235,1.0449618627057407,14,
240,1.0440251572327044,14,
245,1.0431266846361187,14,
250,1.0422641509433963,14,
255,1.041435442101369,14,
260,1.0406386066763424,14,
265,1.039871840512638,14,
270,1.0391334730957373,14,
275,1.0384219554030876,14,
280,1.0377358490566038,14,
285,1.0370738166170141,14,
290,1.0364346128822381,14,
295,1.0358170770706747,14,
60,1.20125786163522,16,
65,1.1857764876632801,16,
70,1.1725067385444743,16,
75,1.161006289308176,16,
80,1.150943396226415,16,
85,1.142064372918979,16,
90,1.1341719077568133,16,
95,1.1271102284011916,16,
100,1.120754716981132,16,
105,1.115004492362983,16,
110,1.1097770154373927,16,
115,1.1050041017227235,16,
120,1.10062893081761,16,
125,1.0966037735849057,16,
130,1.09288824383164,16,
135,1.0894479385045424,16,
140,1.0862533692722371,16,
145,1.0832791151594015,16,
150,1.080503144654088,16,
155,1.0779062690200851,16,
160,1.0754716981132075,16,
165,1.0731846769582618,16,
170,1.0710321864594894,16,
175,1.0690026954177898,16,
180,1.0670859538784068,16,
185,1.0652728199898012,16,
190,1.063555114200596,16,
195,1.06192549588776,16,
200,1.060377358490566,16,
205,1.058904739990796,16,
210,1.0575022461814914,16,
215,1.056164984642387,16,
220,1.0548885077186965,16,
225,1.0536687631027253,16,
230,1.0525020508613618,16,
235,1.051384985949418,16,
240,1.050314465408805,16,
245,1.0492876395841355,16,
250,1.0483018867924527,16,
255,1.047354790972993,16,
260,1.04644412191582,16,
265,1.045567817728729,16,
270,1.0447239692522712,16,
275,1.0439108061749571,16,
280,1.0431266846361187,16,
285,1.0423700761337304,16,
290,1.0416395575797006,16,
295,1.0409338023664854,16,
60,1.2264150943396226,18,
65,1.20899854862119,18,
70,1.1940700808625337,18,
75,1.181132075471698,18,
80,1.169811320754717,18,
85,1.1598224195338513,18,
90,1.150943396226415,18,
95,1.1429990069513405,18,
100,1.1358490566037736,18,
105,1.1293800539083558,18,
110,1.1234991423670668,18,
115,1.118129614438064,18,
120,1.1132075471698113,18,
125,1.1086792452830188,18,
130,1.104499274310595,18,
135,1.10062893081761,18,
140,1.0970350404312668,18,
145,1.0936890045543266,18,
150,1.090566037735849,18,
155,1.087644552647596,18,
160,1.0849056603773586,18,
165,1.0823327615780447,18,
170,1.0799112097669257,18,
175,1.0776280323450136,18,
180,1.0754716981132075,18,
185,1.0734319224885263,18,
190,1.0714995034756702,18,
195,1.0696661828737302,18,
200,1.0679245283018868,18,
205,1.0662678324896457,18,
210,1.064690026954178,18,
215,1.0631856077226853,18,
220,1.0617495711835334,18,
225,1.060377358490566,18,
230,1.059064807219032,18,
235,1.057808109193095,18,
240,1.0566037735849056,18,
245,1.0554485945321526,18,
250,1.0543396226415094,18,
255,1.053274139844617,18,
260,1.0522496371552976,18,
265,1.0512637949448203,18,
270,1.050314465408805,18,
275,1.0493996569468267,18,
280,1.0485175202156334,18,
285,1.047666335650447,18,
290,1.0468445022771633,18,
295,1.0460505276622962,18,
60,1.251572327044025,20,
65,1.2322206095791002,20,
70,1.215633423180593,20,
75,1.20125786163522,20,
80,1.1886792452830188,20,
85,1.1775804661487237,20,
90,1.1677148846960168,20,
95,1.1588877855014896,20,
100,1.150943396226415,20,
105,1.1437556154537287,20,
110,1.137221269296741,20,
115,1.1312551271534044,20,
120,1.1257861635220126,20,
125,1.120754716981132,20,
130,1.11611030478955,20,
135,1.1118099231306777,20,
140,1.1078167115902966,20,
145,1.1040988939492518,20,
150,1.10062893081761,20,
155,1.0973828362751066,20,
160,1.0943396226415094,20,
165,1.0914808461978274,20,
170,1.0887902330743617,20,
175,1.0862533692722371,20,
180,1.0838574423480083,20,
185,1.0815910249872513,20,
190,1.0794438927507448,20,
195,1.0774068698597001,20,
200,1.0754716981132075,20,
205,1.0736309249884952,20,
210,1.0718778077268643,20,
215,1.0702062308029838,20,
220,1.0686106346483706,20,
225,1.0670859538784068,20,
230,1.0656275635767023,20,
235,1.0642312324367724,20,
240,1.0628930817610063,20,
245,1.0616095494801694,20,
250,1.060377358490566,20,
255,1.0591934887162413,20,
260,1.058055152394775,20,
265,1.0569597721609114,20,
270,1.0559049615653389,20,
275,1.0548885077186965,20,
280,1.0539083557951483,20,
285,1.0529625951671633,20,
290,1.052049446974626,20,
295,1.0511672529581069,20,
60,1.2767295597484276,22,
65,1.25544267053701,22,
70,1.2371967654986522,22,
75,1.221383647798742,22,
80,1.2075471698113207,22,
85,1.195338512763596,22,
90,1.1844863731656186,22,
95,1.1747765640516385,22,
100,1.1660377358490566,22,
105,1.1581311769991016,22,
110,1.150943396226415,22,
115,1.1443806398687448,22,
120,1.1383647798742138,22,
125,1.1328301886792453,22,
130,1.1277213352685052,22,
135,1.1229909154437456,22,
140,1.1185983827493262,22,
145,1.114508783344177,22,
150,1.110691823899371,22,
155,1.1071211199026172,22,
160,1.1037735849056605,22,
165,1.10062893081761,22,
170,1.097669256381798,22,
175,1.094878706199461,22,
180,1.0922431865828093,22,
185,1.0897501274859764,22,
190,1.0873882820258194,22,
195,1.08514755684567,22,
200,1.0830188679245283,22,
205,1.0809940174873447,22,
210,1.0790655884995508,22,
215,1.077226853883282,22,
220,1.0754716981132075,22,
225,1.0737945492662473,22,
230,1.0721903199343725,22,
235,1.0706543556804495,22,
240,1.069182389937107,22,
245,1.0677705044281864,22,
250,1.0664150943396227,22,
255,1.0651128375878653,22,
260,1.0638606676342526,22,
265,1.0626557493770026,22,
270,1.0614954577218727,22,
275,1.060377358490566,22,
280,1.059299191374663,22,
285,1.0582588546838796,22,
290,1.0572543916720885,22,
295,1.0562839782539175,22,
60,1.3018867924528301,24,
65,1.2786647314949202,24,
70,1.2587601078167117,24,
75,1.241509433962264,24,
80,1.2264150943396226,24,
85,1.2130965593784684,24,
90,1.20125786163522,24,
95,1.1906653426017875,24,
100,1.181132075471698,24,
105,1.1725067385444743,24,
110,1.1646655231560892,24,
115,1.1575061525840853,24,
120,1.150943396226415,24,
125,1.1449056603773584,24,
130,1.13933236574746,24,
135,1.1341719077568133,24,
140,1.1293800539083558,24,
145,1.124918672739102,24,
150,1.120754716981132,24,
155,1.1168594035301278,24,
160,1.1132075471698113,24,
165,1.1097770154373927,24,
170,1.106548279689234,24,
175,1.1035040431266847,24,
180,1.10062893081761,24,
185,1.0979092299847018,24,
190,1.0953326713008937,24,
195,1.09288824383164,24,
200,1.090566037735849,24,
205,1.0883571099861942,24,
210,1.0862533692722371,24,
215,1.0842474769635806,24,
220,1.0823327615780447,24,
225,1.080503144654088,24,
230,1.0787530762920428,24,
235,1.0770774789241269,24,
240,1.0754716981132075,24,
245,1.0739314593762033,24,
250,1.0724528301886793,24,
255,1.0710321864594894,24,
260,1.0696661828737302,24,
265,1.0683517265930935,24,
270,1.0670859538784068,24,
275,1.0658662092624356,24,
280,1.064690026954178,24,
285,1.063555114200596,24,
290,1.0624593363695511,24,
295,1.0614007035497282,24,
60,1.3270440251572326,26,
65,1.3018867924528301,26,
70,1.280323450134771,26,
75,1.261635220125786,26,
80,1.2452830188679245,26,
85,1.2308546059933407,26,
90,1.2180293501048218,26,
95,1.2065541211519364,26,
100,1.1962264150943396,26,
105,1.1868823000898472,26,
110,1.1783876500857633,26,
115,1.1706316652994257,26,
120,1.1635220125786163,26,
125,1.1569811320754717,26,
130,1.150943396226415,26,
135,1.1453529000698812,26,
140,1.1401617250673854,26,
145,1.1353285621340272,26,
150,1.130817610062893,26,
155,1.1265976871576384,26,
160,1.1226415094339623,26,
165,1.1189251000571756,26,
170,1.1154273029966704,26,
175,1.1121293800539083,26,
180,1.1090146750524108,26,
185,1.1060683324834268,26,
190,1.1032770605759683,26,
195,1.10062893081761,26,
200,1.0981132075471698,26,
205,1.0957202024850436,26,
210,1.0934411500449237,26,
215,1.0912681000438789,26,
220,1.0891938250428816,26,
225,1.0872117400419288,26,
230,1.0853158326497128,26,
235,1.0835006021678042,26,
240,1.0817610062893082,26,
245,1.0800924143242203,26,
250,1.0784905660377357,26,
255,1.0769515353311137,26,
260,1.0754716981132075,26,
265,1.0740477038091847,26,
270,1.0726764500349406,26,
275,1.0713550600343054,26,
280,1.0700808625336928,26,
285,1.0688513737173122,26,
290,1.0676642810670136,26,
295,1.0665174288455388,26,
60,1.3522012578616351,28,
65,1.3251088534107403,28,
70,1.3018867924528301,28,
75,1.2817610062893081,28,
80,1.2641509433962264,28,
85,1.248612652608213,28,
90,1.2348008385744236,28,
95,1.2224428997020853,28,
100,1.211320754716981,28,
105,1.20125786163522,28,
110,1.1921097770154374,28,
115,1.1837571780147662,28,
120,1.1761006289308176,28,
125,1.169056603773585,28,
130,1.16255442670537,28,
135,1.156533892382949,28,
140,1.150943396226415,28,
145,1.1457384515289526,28,
150,1.140880503144654,28,
155,1.136335970785149,28,
160,1.1320754716981132,28,
165,1.1280731846769583,28,
170,1.1243063263041067,28,
175,1.120754716981132,28,
180,1.1174004192872118,28,
185,1.114227434982152,28,
190,1.1112214498510427,28,
195,1.10836961780358,28,
200,1.1056603773584905,28,
205,1.1030832949838931,28,
210,1.10062893081761,28,
215,1.0982887231241774,28,
220,1.0960548885077186,28,
225,1.0939203354297693,28,
230,1.0918785890073832,28,
235,1.0899237254114813,28,
240,1.0880503144654088,28,
245,1.0862533692722371,28,
250,1.0845283018867924,28,
255,1.0828708842027377,28,
260,1.0812772133526851,28,
265,1.0797436810252758,28,
270,1.0782669461914745,28,
275,1.076843910806175,28,
280,1.0754716981132075,28,
285,1.0741476332340285,28,
290,1.0728692257644763,28,
295,1.0716341541413494,28,
60,1.3773584905660377,30,
65,1.3483309143686502,30,
70,1.3234501347708894,30,
75,1.3018867924528301,30,
80,1.2830188679245282,30,
85,1.2663706992230854,30,
90,1.251572327044025,30,
95,1.2383316782522344,30,
100,1.2264150943396226,30,
105,1.215633423180593,30,
110,1.2058319039451115,30,
115,1.1968826907301067,30,
120,1.1886792452830188,30,
125,1.181132075471698,30,
130,1.1741654571843252,30,
135,1.1677148846960168,30,
140,1.1617250673854447,30,
145,1.1561483409238777,30,
150,1.150943396226415,30,
155,1.1460742544126599,30,
160,1.1415094339622642,30,
165,1.137221269296741,30,
170,1.1331853496115427,30,
175,1.1293800539083558,30,
180,1.1257861635220126,30,
185,1.122386537480877,30,
190,1.1191658391261172,30,
195,1.11611030478955,30,
200,1.1132075471698113,30,
205,1.1104463874827428,30,
210,1.1078167115902966,30,
215,1.1053093462044756,30,
220,1.1029159519725558,30,
225,1.10062893081761,30,
230,1.0984413453650532,30,
235,1.0963468486551586,30,
240,1.0943396226415094,30,
245,1.0924143242202542,30,
250,1.090566037735849,30,
255,1.0887902330743617,30,
260,1.0870827285921625,30,
265,1.085439658241367,30,
270,1.0838574423480083,30,
275,1.0823327615780447,30,
280,1.0808625336927224,30,
285,1.0794438927507448,30,
290,1.0780741704619388,30,
295,1.0767508794371603,30,
60,1.4025157232704402,32,
65,1.3715529753265603,32,
70,1.3450134770889488,32,
75,1.3220125786163521,32,
80,1.3018867924528301,32,
85,1.2841287458379578,32,
90,1.2683438155136268,32,
95,1.2542204568023834,32,
100,1.241509433962264,32,
105,1.2300089847259659,32,
110,1.2195540308747856,32,
115,1.2100082034454471,32,
120,1.20125786163522,32,
125,1.1932075471698114,32,
130,1.1857764876632801,32,
135,1.1788958770090845,32,
140,1.1725067385444743,32,
145,1.166558230318803,32,
150,1.161006289308176,32,
155,1.1558125380401705,32,
160,1.150943396226415,32,
165,1.1463693539165236,32,
170,1.142064372918979,32,
175,1.1380053908355796,32,
180,1.1341719077568133,32,
185,1.1305456399796023,32,
190,1.1271102284011916,32,
195,1.1238509917755202,32,
200,1.120754716981132,32,
205,1.1178094799815923,32,
210,1.115004492362983,32,
215,1.1123299692847741,32,
220,1.1097770154373927,32,
225,1.1073375262054508,32,
230,1.1050041017227235,32,
235,1.1027699718988357,32,
240,1.10062893081761,32,
245,1.098575279168271,32,
250,1.0966037735849057,32,
255,1.094709581945986,32,
260,1.09288824383164,32,
265,1.0911356354574582,32,
270,1.0894479385045424,32,
275,1.0878216123499143,32,
280,1.0862533692722371,32,
285,1.0847401522674611,32,
290,1.0832791151594015,32,
295,1.081867604732971,32,
60,1.4276729559748427,34,
65,1.3947750362844702,34,
70,1.366576819407008,34,
75,1.3421383647798741,34,
80,1.320754716981132,34,
85,1.3018867924528301,34,
90,1.2851153039832286,34,
95,1.2701092353525323,34,
100,1.2566037735849056,34,
105,1.2443845462713388,34,
110,1.2332761578044598,34,
115,1.2231337161607876,34,
120,1.2138364779874213,34,
125,1.2052830188679247,34,
130,1.197387518142235,34,
135,1.1900768693221524,34,
140,1.1832884097035041,34,
145,1.176968119713728,34,
150,1.171069182389937,34,
155,1.165550821667681,34,
160,1.1603773584905661,34,
165,1.1555174385363065,34,
170,1.150943396226415,34,
175,1.1466307277628032,34,
180,1.1425576519916143,34,
185,1.1387047424783274,34,
190,1.1350546176762661,34,
195,1.1315916787614901,34,
200,1.1283018867924528,34,
205,1.1251725724804418,34,
210,1.1221922731356693,34,
215,1.1193505923650724,34,
220,1.1166380789022299,34,
225,1.1140461215932913,34,
230,1.1115668580803937,34,
235,1.109193095142513,34,
240,1.1069182389937107,34,
245,1.104736234116288,34,
250,1.1026415094339623,34,
255,1.10062893081761,34,
260,1.0986937590711177,34,
265,1.0968316126735493,34,
270,1.0950384346610762,34,
275,1.0933104631217838,34,
280,1.091644204851752,34,
285,1.0900364117841774,34,
290,1.088484059856864,34,
295,1.0869843300287816,34,
60,1.4528301886792452,36,
65,1.4179970972423803,36,
70,1.3881401617250675,36,
75,1.3622641509433961,36,
80,1.3396226415094339,36,
85,1.3196448390677027,36,
90,1.3018867924528301,36,
95,1.2859980139026812,36,
100,1.271698113207547,36,
105,1.2587601078167117,36,
110,1.2469982847341339,36,
115,1.236259228876128,36,
120,1.2264150943396226,36,
125,1.2173584905660377,36,
130,1.20899854862119,36,
135,1.20125786163522,36,
140,1.1940700808625337,36,
145,1.1873780091086532,36,
150,1.181132075471698,36,
155,1.1752891052951917,36,
160,1.169811320754717,36,
165,1.1646655231560892,36,
170,1.1598224195338513,36,
175,1.155256064690027,36,
180,1.150943396226415,36,
185,1.1468638449770525,36,
190,1.1429990069513405,36,
195,1.13933236574746,36,
200,1.1358490566037736,36,
205,1.1325356649792913,36,
210,1.1293800539083558,36,
215,1.1263712154453707,36,
220,1.1234991423670668,36,
225,1.120754716981132,36,
230,1.118129614438064,36,
235,1.1156162183861902,36,
240,1.1132075471698113,36,
245,1.110897189064305,36,
250,1.1086792452830188,36,
255,1.106548279689234,36,
260,1.104499274310595,36,
265,1.1025275898896405,36,
270,1.10062893081761,36,
275,1.0987993138936536,36,
280,1.0970350404312668,36,
285,1.0953326713008937,36,
290,1.0936890045543266,36,
295,1.0921010553245922,36,
60,1.4779874213836477,38,
65,1.4412191582002902,38,
70,1.4097035040431267,38,
75,1.3823899371069182,38,
80,1.3584905660377358,38,
85,1.3374028856825748,38,
90,1.3186582809224319,38,
95,1.3018867924528301,38,
100,1.2867924528301886,38,
105,1.2731356693620843,38,
110,1.260720411663808,38,
115,1.2493847415914685,38,
120,1.2389937106918238,38,
125,1.229433962264151,38,
130,1.2206095791001452,38,
135,1.212438853948288,38,
140,1.2048517520215634,38,
145,1.1977878985035784,38,
150,1.191194968553459,38,
155,1.1850273889227023,38,
160,1.179245283018868,38,
165,1.1738136077758718,38,
170,1.1687014428412874,38,
175,1.1638814016172507,38,
180,1.159329140461216,38,
185,1.1550229474757776,38,
190,1.150943396226415,38,
195,1.14707305273343,38,
200,1.1433962264150943,38,
205,1.1398987574781407,38,
210,1.1365678346810422,38,
215,1.1333918385256692,38,
220,1.130360205831904,38,
225,1.1274633123689728,38,
230,1.1246923707957341,38,
235,1.1220393416298675,38,
240,1.119496855345912,38,
245,1.117058144012322,38,
250,1.1147169811320754,38,
255,1.1124676285608583,38,
260,1.1103047895500726,38,
265,1.1082235671057317,38,
270,1.1062194269741439,38,
275,1.1042881646655232,38,
280,1.1024258760107817,38,
285,1.10062893081761,38,
290,1.0988939492517893,38,
295,1.0972177806204029,38,
60,1.5031446540880502,40,
65,1.4644412191582004,40,
70,1.431266846361186,40,
75,1.4025157232704402,40,
80,1.3773584905660377,40,
85,1.3551609322974474,40,
90,1.3354297693920336,40,
95,1.3177755710029793,40,
100,1.3018867924528301,40,
105,1.2875112309074572,40,
110,1.2744425385934819,40,
115,1.2625102543068087,40,
120,1.251572327044025,40,
125,1.241509433962264,40,
130,1.2322206095791002,40,
135,1.2236198462613557,40,
140,1.215633423180593,40,
145,1.2081977878985035,40,
150,1.20125786163522,40,
155,1.194765672550213,40,
160,1.1886792452830188,40,
165,1.1829616923956547,40,
170,1.1775804661487237,40,
175,1.1725067385444743,40,
180,1.1677148846960168,40,
185,1.1631820499745027,40,
190,1.1588877855014896,40,
195,1.1548137397194,40,
200,1.150943396226415,40,
205,1.1472618499769904,40,
210,1.1437556154537287,40,
215,1.1404124616059674,40,
220,1.137221269296741,40,
225,1.1341719077568133,40,
230,1.1312551271534044,40,
235,1.1284624648735448,40,
240,1.1257861635220126,40,
245,1.1232190989603388,40,
250,1.120754716981132,40,
255,1.1183869774324824,40,
260,1.11611030478955,40,
265,1.1139195443218228,40,
270,1.1118099231306777,40,
275,1.1097770154373927,40,
280,1.1078167115902966,40,
285,1.1059251903343263,40,
290,1.1040988939492518,40,
295,1.1023345059162137,40,
60,1.5283018867924527,42,
65,1.4876632801161103,42,
70,1.4528301886792452,42,
75,1.4226415094339622,42,
80,1.3962264150943398,42,
85,1.3729189789123197,42,
90,1.3522012578616351,42,
95,1.3336643495531282,42,
100,1.3169811320754716,42,
105,1.3018867924528301,42,
110,1.2881646655231562,42,
115,1.2756357670221492,42,
120,1.2641509433962264,42,
125,1.2535849056603774,42,
130,1.2438316400580551,42,
135,1.2348008385744236,42,
140,1.2264150943396226,42,
145,1.2186076772934287,42,
150,1.211320754716981,42,
155,1.2045039561777235,42,
160,1.1981132075471699,42,
165,1.1921097770154374,42,
170,1.1864594894561598,42,
175,1.181132075471698,42,
180,1.1761006289308176,42,
185,1.171341152473228,42,
190,1.166832174776564,42,
195,1.16255442670537,42,
200,1.1584905660377358,42,
205,1.15462494247584,42,
210,1.150943396226415,42,
215,1.147433084686266,42,
220,1.1440823327615781,42,
225,1.140880503144654,42,
230,1.1378178835110746,42,
235,1.134885588117222,42,
240,1.1320754716981132,42,
245,1.1293800539083558,42,
250,1.1267924528301887,42,
255,1.1243063263041067,42,
260,1.1219158200290276,42,
265,1.1196155215379138,42,
270,1.1174004192872118,42,
275,1.1152658662092625,42,
280,1.1132075471698113,42,
285,1.1112214498510427,42,
290,1.1093038386467144,42,
295,1.1074512312120244,42,
60,1.5534591194968552,44,
65,1.5108853410740202,44,
70,1.4743935309973046,44,
75,1.4427672955974842,44,
80,1.4150943396226414,44,
85,1.390677025527192,44,
