IV,C,DV,Other
,,,
TIME (SEC),FUEL WEIGHT (LBS),POINTS,M2 max value is set to 1.5 (m2_max)
0.418,3,2.0639421768163757,BOXSCORE : (1)
0.418,4,2.0826496597936655,BOXSCORE : (1)
0.418,5,2.1013571427709548,BOXSCORE : (1)
0.418,6,2.1200646257482445,BOXSCORE : (1)
0.418,7,2.138772108725534,BOXSCORE : (1)
0.418,8,2.1574795917028236,BOXSCORE : (1)
0.418,9,2.176187074680113,BOXSCORE : (1)
0.419,1,2.026545918344774,BOXSCORE : (1)
0.419,2,2.0452534013220633,BOXSCORE : (1)
0.419,3,2.063960884299353,BOXSCORE : (1)
0.419,4,2.0826683672766424,BOXSCORE : (1)
0.419,5,2.101375850253932,BOXSCORE : (1)
0.419,6,2.1200833332312214,BOXSCORE : (1)
0.419,7,2.138790816208511,BOXSCORE : (1)
0.419,8,2.157498299185801,BOXSCORE : (1)
0.419,9,2.1762057821630902,BOXSCORE : (1)
0.42,1,2.026564625827751,BOXSCORE : (1)
0.42,2,2.0452721088050407,BOXSCORE : (1)
0.42,3,2.0639795917823305,BOXSCORE : (1)
0.42,4,2.08268707475962,BOXSCORE : (1)
0.42,5,2.1013945577369095,BOXSCORE : (1)
0.42,6,2.120102040714199,BOXSCORE : (1)
0.42,7,2.1388095236914886,BOXSCORE : (1)
0.42,8,2.157517006668778,BOXSCORE : (1)
0.42,9,2.1762244896460676,BOXSCORE : (1)
0.421,1,2.0265833333107284,BOXSCORE : (1)
0.421,2,2.045290816288018,BOXSCORE : (1)
0.421,3,2.0639982992653074,BOXSCORE : (1)
0.421,4,2.082705782242597,BOXSCORE : (1)
0.421,5,2.1014132652198865,BOXSCORE : (1)
0.421,6,2.120120748197176,BOXSCORE : (1)
0.421,7,2.138828231174466,BOXSCORE : (1)
0.421,8,2.1575357141517553,BOXSCORE : (1)
0.421,9,2.176243197129045,BOXSCORE : (1)
0.422,1,2.0266020407937058,BOXSCORE : (1)
0.422,2,2.0453095237709955,BOXSCORE : (1)
0.422,3,2.064017006748285,BOXSCORE : (1)
0.422,4,2.0827244897255746,BOXSCORE : (1)
0.422,5,2.101431972702864,BOXSCORE : (1)
0.422,6,2.1201394556801536,BOXSCORE : (1)
0.422,7,2.138846938657443,BOXSCORE : (1)
0.422,8,2.1575544216347327,BOXSCORE : (1)
0.422,9,2.1762619046120224,BOXSCORE : (1)
0.423,1,2.026620748276683,BOXSCORE : (1)
0.423,2,2.0453282312539725,BOXSCORE : (1)
0.423,3,2.064035714231262,BOXSCORE : (1)
0.423,4,2.0827431972085515,BOXSCORE : (1)
0.423,5,2.1014506801858412,BOXSCORE : (1)
0.423,6,2.120158163163131,BOXSCORE : (1)
0.423,7,2.1388656461404203,BOXSCORE : (1)
0.423,8,2.15757312911771,BOXSCORE : (1)
0.423,9,2.1762806120949993,BOXSCORE : (1)
0.424,1,2.0266394557596605,BOXSCORE : (1)
0.424,2,2.04534693873695,BOXSCORE : (1)
0.424,3,2.0640544217142396,BOXSCORE : (1)
0.424,4,2.082761904691529,BOXSCORE : (1)
0.424,5,2.1014693876688186,BOXSCORE : (1)
0.424,6,2.120176870646108,BOXSCORE : (1)
0.424,7,2.1388843536233977,BOXSCORE : (1)
0.424,8,2.1575918366006874,BOXSCORE : (1)
0.424,9,2.1762993195779767,BOXSCORE : (1)
0.425,1,2.0266581632426375,BOXSCORE : (1)
0.425,2,2.0453656462199272,BOXSCORE : (1)
0.425,3,2.0640731291972165,BOXSCORE : (1)
0.425,4,2.0827806121745063,BOXSCORE : (1)
0.425,5,2.101488095151796,BOXSCORE : (1)
0.425,6,2.1201955781290853,BOXSCORE : (1)
0.425,7,2.138903061106375,BOXSCORE : (1)
0.425,8,2.1576105440836644,BOXSCORE : (1)
0.425,9,2.176318027060954,BOXSCORE : (1)
0.426,1,2.026676870725615,BOXSCORE : (1)
0.426,2,2.0453843537029046,BOXSCORE : (1)
0.426,3,2.064091836680194,BOXSCORE : (1)
0.426,4,2.0827993196574837,BOXSCORE : (1)
0.426,5,2.101506802634773,BOXSCORE : (1)
0.426,6,2.1202142856120627,BOXSCORE : (1)
0.426,7,2.138921768589352,BOXSCORE : (1)
0.426,8,2.1576292515666418,BOXSCORE : (1)
0.426,9,2.1763367345439315,BOXSCORE : (1)
0.427,1,2.0266955782085923,BOXSCORE : (1)
0.427,2,2.0454030611858816,BOXSCORE : (1)
0.427,3,2.0641105441631713,BOXSCORE : (1)
0.427,4,2.082818027140461,BOXSCORE : (1)
0.427,5,2.1015255101177504,BOXSCORE : (1)
0.427,6,2.12023299309504,BOXSCORE : (1)
0.427,7,2.1389404760723294,BOXSCORE : (1)
0.427,8,2.157647959049619,BOXSCORE : (1)
0.427,9,2.1763554420269084,BOXSCORE : (1)
0.428,1,2.0267142856915696,BOXSCORE : (1)
0.428,2,2.045421768668859,BOXSCORE : (1)
0.428,3,2.0641292516461487,BOXSCORE : (1)
0.428,4,2.082836734623438,BOXSCORE : (1)
0.428,5,2.1015442176007277,BOXSCORE : (1)
0.428,6,2.1202517005780175,BOXSCORE : (1)
0.428,7,2.138959183555307,BOXSCORE : (1)
0.428,8,2.1576666665325965,BOXSCORE : (1)
0.428,9,2.176374149509886,BOXSCORE : (1)
0.429,1,2.0267329931745466,BOXSCORE : (1)
0.429,2,2.0454404761518363,BOXSCORE : (1)
0.429,3,2.064147959129126,BOXSCORE : (1)
0.429,4,2.0828554421064154,BOXSCORE : (1)
0.429,5,2.101562925083705,BOXSCORE : (1)
0.429,6,2.1202704080609944,BOXSCORE : (1)
0.429,7,2.138977891038284,BOXSCORE : (1)
0.429,8,2.1576853740155735,BOXSCORE : (1)
0.429,9,2.1763928569928632,BOXSCORE : (1)
0.43,1,2.026751700657524,BOXSCORE : (1)
0.43,2,2.0454591836348137,BOXSCORE : (1)
0.43,3,2.064166666612103,BOXSCORE : (1)
0.43,4,2.0828741495893928,BOXSCORE : (1)
0.43,5,2.101581632566682,BOXSCORE : (1)
0.43,6,2.120289115543972,BOXSCORE : (1)
0.43,7,2.1389965985212616,BOXSCORE : (1)
0.43,8,2.157704081498551,BOXSCORE : (1)
0.43,9,2.1764115644758406,BOXSCORE : (1)
0.431,1,2.0267704081405014,BOXSCORE : (1)
0.431,2,2.045477891117791,BOXSCORE : (1)
0.431,3,2.0641853740950804,BOXSCORE : (1)
0.431,4,2.08289285707237,BOXSCORE : (1)
0.431,5,2.1016003400496595,BOXSCORE : (1)
0.431,6,2.120307823026949,BOXSCORE : (1)
0.431,7,2.1390153060042385,BOXSCORE : (1)
0.431,8,2.1577227889815283,BOXSCORE : (1)
0.431,9,2.176430271958818,BOXSCORE : (1)
0.432,1,2.0267891156234787,BOXSCORE : (1)
0.432,2,2.045496598600768,BOXSCORE : (1)
0.432,3,2.064204081578058,BOXSCORE : (1)
0.432,4,2.0829115645553475,BOXSCORE : (1)
0.432,5,2.101619047532637,BOXSCORE : (1)
0.432,6,2.1203265305099266,BOXSCORE : (1)
0.432,7,2.139034013487216,BOXSCORE : (1)
0.432,8,2.1577414964645056,BOXSCORE : (1)
0.432,9,2.176448979441795,BOXSCORE : (1)
0.433,1,2.026807823106456,BOXSCORE : (1)
0.433,2,2.0455153060837454,BOXSCORE : (1)
0.433,3,2.064222789061035,BOXSCORE : (1)
0.433,4,2.0829302720383245,BOXSCORE : (1)
0.433,5,2.1016377550156142,BOXSCORE : (1)
0.433,6,2.1203452379929035,BOXSCORE : (1)
0.433,7,2.1390527209701933,BOXSCORE : (1)
0.433,8,2.1577602039474826,BOXSCORE : (1)
0.433,9,2.1764676869247723,BOXSCORE : (1)
0.434,1,2.026826530589433,BOXSCORE : (1)
0.434,2,2.045534013566723,BOXSCORE : (1)
0.434,3,2.064241496544012,BOXSCORE : (1)
0.434,4,2.082948979521302,BOXSCORE : (1)
0.434,5,2.1016564624985916,BOXSCORE : (1)
0.434,6,2.120363945475881,BOXSCORE : (1)
0.434,7,2.1390714284531707,BOXSCORE : (1)
0.434,8,2.15777891143046,BOXSCORE : (1)
0.434,9,2.1764863944077497,BOXSCORE : (1)
0.435,1,2.0268452380724105,BOXSCORE : (1)
0.435,2,2.0455527210497,BOXSCORE : (1)
0.435,3,2.0642602040269895,BOXSCORE : (1)
0.435,4,2.0829676870042793,BOXSCORE : (1)
0.435,5,2.1016751699815686,BOXSCORE : (1)
0.435,6,2.1203826529588583,BOXSCORE : (1)
0.435,7,2.139090135936148,BOXSCORE : (1)
0.435,8,2.1577976189134374,BOXSCORE : (1)
0.435,9,2.176505101890727,BOXSCORE : (1)
0.436,1,2.026863945555388,BOXSCORE : (1)
0.436,2,2.045571428532677,BOXSCORE : (1)
0.436,3,2.064278911509967,BOXSCORE : (1)
0.436,4,2.0829863944872566,BOXSCORE : (1)
0.436,5,2.101693877464546,BOXSCORE : (1)
0.436,6,2.1204013604418357,BOXSCORE : (1)
0.436,7,2.139108843419125,BOXSCORE : (1)
0.436,8,2.1578163263964147,BOXSCORE : (1)
0.436,9,2.176523809373704,BOXSCORE : (1)
0.437,1,2.0268826530383652,BOXSCORE : (1)
0.437,2,2.0455901360156545,BOXSCORE : (1)
0.437,3,2.0642976189929443,BOXSCORE : (1)
0.437,4,2.0830051019702336,BOXSCORE : (1)
0.437,5,2.1017125849475233,BOXSCORE : (1)
0.437,6,2.120420067924813,BOXSCORE : (1)
0.437,7,2.1391275509021024,BOXSCORE : (1)
0.437,8,2.157835033879392,BOXSCORE : (1)
0.437,9,2.1765425168566814,BOXSCORE : (1)
0.438,1,2.026901360521342,BOXSCORE : (1)
0.438,2,2.045608843498632,BOXSCORE : (1)
0.438,3,2.0643163264759217,BOXSCORE : (1)
0.438,4,2.083023809453211,BOXSCORE : (1)
0.438,5,2.1017312924305007,BOXSCORE : (1)
0.438,6,2.12043877540779,BOXSCORE : (1)
0.438,7,2.1391462583850798,BOXSCORE : (1)
0.438,8,2.157853741362369,BOXSCORE : (1)
0.438,9,2.176561224339659,BOXSCORE : (1)
0.439,1,2.0269200680043196,BOXSCORE : (1)
0.439,2,2.0456275509816093,BOXSCORE : (1)
0.439,3,2.0643350339588986,BOXSCORE : (1)
0.439,4,2.0830425169361884,BOXSCORE : (1)
0.439,5,2.101749999913478,BOXSCORE : (1)
0.439,6,2.1204574828907674,BOXSCORE : (1)
0.439,7,2.139164965868057,BOXSCORE : (1)
0.439,8,2.1578724488453465,BOXSCORE : (1)
0.439,9,2.176579931822636,BOXSCORE : (1)
0.44,1,2.026938775487297,BOXSCORE : (1)
0.44,2,2.0456462584645867,BOXSCORE : (1)
0.44,3,2.064353741441876,BOXSCORE : (1)
0.44,4,2.0830612244191657,BOXSCORE : (1)
0.44,5,2.101768707396455,BOXSCORE : (1)
0.44,6,2.120476190373745,BOXSCORE : (1)
0.44,7,2.139183673351034,BOXSCORE : (1)
0.44,8,2.157891156328324,BOXSCORE : (1)
0.44,9,2.1765986393056136,BOXSCORE : (1)
0.441,1,2.0269574829702743,BOXSCORE : (1)
0.441,2,2.0456649659475636,BOXSCORE : (1)
0.441,3,2.0643724489248534,BOXSCORE : (1)
0.441,4,2.0830799319021427,BOXSCORE : (1)
0.441,5,2.1017874148794324,BOXSCORE : (1)
0.441,6,2.120494897856722,BOXSCORE : (1)
0.441,7,2.1392023808340115,BOXSCORE : (1)
0.441,8,2.1579098638113012,BOXSCORE : (1)
0.441,9,2.1766173467885905,BOXSCORE : (1)
0.442,1,2.0269761904532517,BOXSCORE : (1)
0.442,2,2.045683673430541,BOXSCORE : (1)
0.442,3,2.0643911564078308,BOXSCORE : (1)
0.442,4,2.08309863938512,BOXSCORE : (1)
0.442,5,2.10180612236241,BOXSCORE : (1)
0.442,6,2.120513605339699,BOXSCORE : (1)
0.442,7,2.139221088316989,BOXSCORE : (1)
0.442,8,2.1579285712942786,BOXSCORE : (1)
0.442,9,2.176636054271568,BOXSCORE : (1)
0.443,1,2.0269948979362287,BOXSCORE : (1)
0.443,2,2.0457023809135184,BOXSCORE : (1)
0.443,3,2.064409863890808,BOXSCORE : (1)
0.443,4,2.0831173468680975,BOXSCORE : (1)
0.443,5,2.101824829845387,BOXSCORE : (1)
0.443,6,2.1205323128226765,BOXSCORE : (1)
0.443,7,2.1392397957999663,BOXSCORE : (1)
0.443,8,2.1579472787772556,BOXSCORE : (1)
0.443,9,2.1766547617545453,BOXSCORE : (1)
0.444,1,2.027013605419206,BOXSCORE : (1)
0.444,2,2.045721088396496,BOXSCORE : (1)
0.444,3,2.064428571373785,BOXSCORE : (1)
0.444,4,2.083136054351075,BOXSCORE : (1)
0.444,5,2.101843537328364,BOXSCORE : (1)
0.444,6,2.120551020305654,BOXSCORE : (1)
0.444,7,2.1392585032829436,BOXSCORE : (1)
0.444,8,2.157965986260233,BOXSCORE : (1)
0.444,9,2.1766734692375227,BOXSCORE : (1)
0.445,1,2.0270323129021834,BOXSCORE : (1)
0.445,2,2.0457397958794727,BOXSCORE : (1)
0.445,3,2.0644472788567625,BOXSCORE : (1)
0.445,4,2.0831547618340522,BOXSCORE : (1)
0.445,5,2.1018622448113415,BOXSCORE : (1)
0.445,6,2.1205697277886313,BOXSCORE : (1)
0.445,7,2.1392772107659206,BOXSCORE : (1)
0.445,8,2.1579846937432103,BOXSCORE : (1)
0.445,9,2.1766921767204996,BOXSCORE : (1)
0.446,1,2.027051020385161,BOXSCORE : (1)
0.446,2,2.04575850336245,BOXSCORE : (1)
0.446,3,2.06446598633974,BOXSCORE : (1)
0.446,4,2.083173469317029,BOXSCORE : (1)
0.446,5,2.101880952294319,BOXSCORE : (1)
0.446,6,2.1205884352716087,BOXSCORE : (1)
0.446,7,2.139295918248898,BOXSCORE : (1)
0.446,8,2.1580034012261877,BOXSCORE : (1)
0.446,9,2.176710884203477,BOXSCORE : (1)
0.447,1,2.0270697278681378,BOXSCORE : (1)
0.447,2,2.0457772108454275,BOXSCORE : (1)
0.447,3,2.0644846938227173,BOXSCORE : (1)
0.447,4,2.0831921768000066,BOXSCORE : (1)
0.447,5,2.1018996597772963,BOXSCORE : (1)
0.447,6,2.1206071427545856,BOXSCORE : (1)
0.447,7,2.1393146257318754,BOXSCORE : (1)
0.447,8,2.1580221087091647,BOXSCORE : (1)
0.447,9,2.1767295916864544,BOXSCORE : (1)
0.448,1,2.027088435351115,BOXSCORE : (1)
0.448,2,2.045795918328405,BOXSCORE : (1)
0.448,3,2.064503401305694,BOXSCORE : (1)
0.448,4,2.083210884282984,BOXSCORE : (1)
0.448,5,2.1019183672602737,BOXSCORE : (1)
0.448,6,2.120625850237563,BOXSCORE : (1)
0.448,7,2.1393333332148528,BOXSCORE : (1)
0.448,8,2.158040816192142,BOXSCORE : (1)
0.448,9,2.176748299169432,BOXSCORE : (1)
0.449,1,2.0271071428340925,BOXSCORE : (1)
0.449,2,2.0458146258113823,BOXSCORE : (1)
0.449,3,2.0645221087886716,BOXSCORE : (1)
0.449,4,2.0832295917659613,BOXSCORE : (1)
0.449,5,2.1019370747432506,BOXSCORE : (1)
0.449,6,2.1206445577205404,BOXSCORE : (1)
0.449,7,2.1393520406978297,BOXSCORE : (1)
0.449,8,2.1580595236751194,BOXSCORE : (1)
0.449,9,2.176767006652409,BOXSCORE : (1)
0.45,1,2.02712585031707,BOXSCORE : (1)
0.45,2,2.0458333332943592,BOXSCORE : (1)
0.45,3,2.064540816271649,BOXSCORE : (1)
0.45,4,2.0832482992489387,BOXSCORE : (1)
0.45,5,2.101955782226228,BOXSCORE : (1)
0.45,6,2.1206632652035178,BOXSCORE : (1)
0.45,7,2.139370748180807,BOXSCORE : (1)
0.45,8,2.158078231158097,BOXSCORE : (1)
0.45,9,2.176785714135386,BOXSCORE : (1)
0.451,1,2.0271445578000473,BOXSCORE : (1)
0.451,2,2.0458520407773366,BOXSCORE : (1)
0.451,3,2.0645595237546264,BOXSCORE : (1)
0.451,4,2.0832670067319157,BOXSCORE : (1)
0.451,5,2.1019744897092054,BOXSCORE : (1)
0.451,6,2.1206819726864947,BOXSCORE : (1)
0.451,7,2.1393894556637845,BOXSCORE : (1)
0.451,8,2.158096938641074,BOXSCORE : (1)
0.451,9,2.1768044216183635,BOXSCORE : (1)
0.452,1,2.0271632652830243,BOXSCORE : (1)
0.452,2,2.045870748260314,BOXSCORE : (1)
0.452,3,2.0645782312376038,BOXSCORE : (1)
0.452,4,2.083285714214893,BOXSCORE : (1)
0.452,5,2.101993197192183,BOXSCORE : (1)
0.452,6,2.120700680169472,BOXSCORE : (1)
0.452,7,2.139408163146762,BOXSCORE : (1)
0.452,8,2.158115646124051,BOXSCORE : (1)
0.452,9,2.176823129101341,BOXSCORE : (1)
0.453,1,2.0271819727660016,BOXSCORE : (1)
0.453,2,2.0458894557432914,BOXSCORE : (1)
0.453,3,2.0645969387205807,BOXSCORE : (1)
0.453,4,2.0833044216978704,BOXSCORE : (1)
0.453,5,2.1020119046751597,BOXSCORE : (1)
0.453,6,2.1207193876524495,BOXSCORE : (1)
0.453,7,2.1394268706297392,BOXSCORE : (1)
0.453,8,2.1581343536070285,BOXSCORE : (1)
0.453,9,2.1768418365843183,BOXSCORE : (1)
0.454,1,2.027200680248979,BOXSCORE : (1)
0.454,2,2.045908163226269,BOXSCORE : (1)
0.454,3,2.064615646203558,BOXSCORE : (1)
0.454,4,2.083323129180848,BOXSCORE : (1)
0.454,5,2.102030612158137,BOXSCORE : (1)
0.454,6,2.120738095135427,BOXSCORE : (1)
0.454,7,2.139445578112716,BOXSCORE : (1)
0.454,8,2.158153061090006,BOXSCORE : (1)
0.454,9,2.1768605440672957,BOXSCORE : (1)
0.455,1,2.0272193877319564,BOXSCORE : (1)
0.455,2,2.0459268707092457,BOXSCORE : (1)
0.455,3,2.0646343536865355,BOXSCORE : (1)
0.455,4,2.0833418366638248,BOXSCORE : (1)
0.455,5,2.1020493196411145,BOXSCORE : (1)
0.455,6,2.1207568026184043,BOXSCORE : (1)
0.455,7,2.1394642855956936,BOXSCORE : (1)
0.455,8,2.1581717685729833,BOXSCORE : (1)
0.455,9,2.1768792515502726,BOXSCORE : (1)
0.456,1,2.027238095214934,BOXSCORE : (1)
0.456,2,2.045945578192223,BOXSCORE : (1)
0.456,3,2.064653061169513,BOXSCORE : (1)
0.456,4,2.083360544146802,BOXSCORE : (1)
0.456,5,2.102068027124092,BOXSCORE : (1)
0.456,6,2.120775510101381,BOXSCORE : (1)
0.456,7,2.139482993078671,BOXSCORE : (1)
0.456,8,2.1581904760559603,BOXSCORE : (1)
0.456,9,2.17689795903325,BOXSCORE : (1)
0.457,1,2.0272568026979108,BOXSCORE : (1)
0.457,2,2.0459642856752005,BOXSCORE : (1)
0.457,3,2.06467176865249,BOXSCORE : (1)
0.457,4,2.0833792516297795,BOXSCORE : (1)
0.457,5,2.1020867346070693,BOXSCORE : (1)
0.457,6,2.1207942175843586,BOXSCORE : (1)
0.457,7,2.1395017005616483,BOXSCORE : (1)
0.457,8,2.1582091835389376,BOXSCORE : (1)
0.457,9,2.1769166665162274,BOXSCORE : (1)
0.458,1,2.027275510180888,BOXSCORE : (1)
0.458,2,2.045982993158178,BOXSCORE : (1)
0.458,3,2.064690476135467,BOXSCORE : (1)
0.458,4,2.083397959112757,BOXSCORE : (1)
0.458,5,2.1021054420900462,BOXSCORE : (1)
0.458,6,2.120812925067336,BOXSCORE : (1)
0.458,7,2.1395204080446257,BOXSCORE : (1)
0.458,8,2.158227891021915,BOXSCORE : (1)
0.458,9,2.176935373999205,BOXSCORE : (1)
0.459,1,2.0272942176638655,BOXSCORE : (1)
0.459,2,2.046001700641155,BOXSCORE : (1)
0.459,3,2.0647091836184446,BOXSCORE : (1)
0.459,4,2.0834166665957343,BOXSCORE : (1)
0.459,5,2.1021241495730236,BOXSCORE : (1)
0.459,6,2.1208316325503134,BOXSCORE : (1)
0.459,7,2.1395391155276027,BOXSCORE : (1)
0.459,8,2.1582465985048924,BOXSCORE : (1)
0.459,9,2.1769540814821817,BOXSCORE : (1)
0.46,1,2.027312925146843,BOXSCORE : (1)
0.46,2,2.046020408124132,BOXSCORE : (1)
0.46,3,2.064727891101422,BOXSCORE : (1)
0.46,4,2.0834353740787113,BOXSCORE : (1)
0.46,5,2.102142857056001,BOXSCORE : (1)
0.46,6,2.1208503400332903,BOXSCORE : (1)
0.46,7,2.13955782301058,BOXSCORE : (1)
0.46,8,2.15826530598787,BOXSCORE : (1)
0.46,9,2.176972788965159,BOXSCORE : (1)
0.461,1,2.02733163262982,BOXSCORE : (1)
0.461,2,2.0460391156071096,BOXSCORE : (1)
0.461,3,2.0647465985843994,BOXSCORE : (1)
0.461,4,2.0834540815616887,BOXSCORE : (1)
0.461,5,2.1021615645389784,BOXSCORE : (1)
0.461,6,2.1208690475162677,BOXSCORE : (1)
0.461,7,2.1395765304935574,BOXSCORE : (1)
0.461,8,2.1582840134708468,BOXSCORE : (1)
0.461,9,2.1769914964481365,BOXSCORE : (1)
0.462,1,2.0273503401127972,BOXSCORE : (1)
0.462,2,2.046057823090087,BOXSCORE : (1)
0.462,3,2.0647653060673763,BOXSCORE : (1)
0.462,4,2.083472789044666,BOXSCORE : (1)
0.462,5,2.1021802720219553,BOXSCORE : (1)
0.462,6,2.120887754999245,BOXSCORE : (1)
0.462,7,2.139595237976535,BOXSCORE : (1)
0.462,8,2.158302720953824,BOXSCORE : (1)
0.462,9,2.177010203931114,BOXSCORE : (1)
0.463,1,2.0273690475957746,BOXSCORE : (1)
0.463,2,2.0460765305730644,BOXSCORE : (1)
0.463,3,2.0647840135503537,BOXSCORE : (1)
0.463,4,2.0834914965276434,BOXSCORE : (1)
0.463,5,2.1021989795049327,BOXSCORE : (1)
0.463,6,2.1209064624822225,BOXSCORE : (1)
0.463,7,2.139613945459512,BOXSCORE : (1)
0.463,8,2.1583214284368015,BOXSCORE : (1)
0.463,9,2.177028911414091,BOXSCORE : (1)
0.464,1,2.027387755078752,BOXSCORE : (1)
0.464,2,2.0460952380560413,BOXSCORE : (1)
0.464,3,2.064802721033331,BOXSCORE : (1)
0.464,4,2.0835102040106204,BOXSCORE : (1)
0.464,5,2.10221768698791,BOXSCORE : (1)
0.464,6,2.1209251699652,BOXSCORE : (1)
0.464,7,2.139632652942489,BOXSCORE : (1)
0.464,8,2.158340135919779,BOXSCORE : (1)
0.464,9,2.177047618897068,BOXSCORE : (1)
0.465,1,2.0274064625617294,BOXSCORE : (1)
0.465,2,2.0461139455390187,BOXSCORE : (1)
0.465,3,2.0648214285163085,BOXSCORE : (1)
0.465,4,2.0835289114935978,BOXSCORE : (1)
0.465,5,2.1022363944708875,BOXSCORE : (1)
0.465,6,2.120943877448177,BOXSCORE : (1)
0.465,7,2.1396513604254666,BOXSCORE : (1)
0.465,8,2.1583588434027563,BOXSCORE : (1)
0.465,9,2.1770663263800456,BOXSCORE : (1)
0.466,1,2.0274251700447063,BOXSCORE : (1)
0.466,2,2.046132653021996,BOXSCORE : (1)
0.466,3,2.0648401359992854,BOXSCORE : (1)
0.466,4,2.083547618976575,BOXSCORE : (1)
0.466,5,2.102255101953865,BOXSCORE : (1)
0.466,6,2.120962584931154,BOXSCORE : (1)
0.466,7,2.139670067908444,BOXSCORE : (1)
0.466,8,2.1583775508857332,BOXSCORE : (1)
0.466,9,2.177085033863023,BOXSCORE : (1)
0.467,1,2.0274438775276837,BOXSCORE : (1)
0.467,2,2.0461513605049735,BOXSCORE : (1)
0.467,3,2.064858843482263,BOXSCORE : (1)
0.467,4,2.0835663264595525,BOXSCORE : (1)
0.467,5,2.102273809436842,BOXSCORE : (1)
0.467,6,2.1209812924141316,BOXSCORE : (1)
0.467,7,2.139688775391421,BOXSCORE : (1)
0.467,8,2.1583962583687106,BOXSCORE : (1)
0.467,9,2.1771037413460004,BOXSCORE : (1)
0.468,1,2.027462585010661,BOXSCORE : (1)
0.468,2,2.0461700679879504,BOXSCORE : (1)
0.468,3,2.06487755096524,BOXSCORE : (1)
0.468,4,2.08358503394253,BOXSCORE : (1)
0.468,5,2.102292516919819,BOXSCORE : (1)
0.468,6,2.120999999897109,BOXSCORE : (1)
0.468,7,2.1397074828743983,BOXSCORE : (1)
0.468,8,2.158414965851688,BOXSCORE : (1)
0.468,9,2.1771224488289773,BOXSCORE : (1)
0.469,1,2.0274812924936385,BOXSCORE : (1)
0.469,2,2.046188775470928,BOXSCORE : (1)
0.469,3,2.0648962584482176,BOXSCORE : (1)
0.469,4,2.083603741425507,BOXSCORE : (1)
0.469,5,2.1023112244027966,BOXSCORE : (1)
0.469,6,2.1210187073800864,BOXSCORE : (1)
0.469,7,2.1397261903573757,BOXSCORE : (1)
0.469,8,2.1584336733346654,BOXSCORE : (1)
0.469,9,2.1771411563119547,BOXSCORE : (1)
0.47,1,2.0274999999766155,BOXSCORE : (1)
0.47,2,2.046207482953905,BOXSCORE : (1)
0.47,3,2.064914965931195,BOXSCORE : (1)
0.47,4,2.0836224489084842,BOXSCORE : (1)
0.47,5,2.102329931885774,BOXSCORE : (1)
0.47,6,2.1210374148630633,BOXSCORE : (1)
0.47,7,2.139744897840353,BOXSCORE : (1)
0.47,8,2.1584523808176423,BOXSCORE : (1)
0.47,9,2.177159863794932,BOXSCORE : (1)
0.471,1,2.027518707459593,BOXSCORE : (1)
0.471,2,2.0462261904368826,BOXSCORE : (1)
0.471,3,2.064933673414172,BOXSCORE : (1)
0.471,4,2.0836411563914616,BOXSCORE : (1)
0.471,5,2.102348639368751,BOXSCORE : (1)
0.471,6,2.1210561223460407,BOXSCORE : (1)
0.471,7,2.1397636053233304,BOXSCORE : (1)
0.471,8,2.1584710883006197,BOXSCORE : (1)
0.471,9,2.1771785712779095,BOXSCORE : (1)
0.472,1,2.0275374149425702,BOXSCORE : (1)
0.472,2,2.04624489791986,BOXSCORE : (1)
0.472,3,2.0649523808971493,BOXSCORE : (1)
0.472,4,2.083659863874439,BOXSCORE : (1)
0.472,5,2.1023673468517283,BOXSCORE : (1)
0.472,6,2.121074829829018,BOXSCORE : (1)
0.472,7,2.1397823128063074,BOXSCORE : (1)
0.472,8,2.158489795783597,BOXSCORE : (1)
0.472,9,2.177197278760887,BOXSCORE : (1)
0.473,1,2.0275561224255476,BOXSCORE : (1)
0.473,2,2.046263605402837,BOXSCORE : (1)
0.473,3,2.0649710883801267,BOXSCORE : (1)
0.473,4,2.083678571357416,BOXSCORE : (1)
0.473,5,2.1023860543347057,BOXSCORE : (1)
0.473,6,2.1210935373119955,BOXSCORE : (1)
0.473,7,2.1398010202892848,BOXSCORE : (1)
0.473,8,2.1585085032665745,BOXSCORE : (1)
0.473,9,2.177215986243864,BOXSCORE : (1)
0.474,1,2.027574829908525,BOXSCORE : (1)
0.474,2,2.0462823128858143,BOXSCORE : (1)
0.474,3,2.064989795863104,BOXSCORE : (1)
0.474,4,2.0836972788403934,BOXSCORE : (1)
0.474,5,2.102404761817683,BOXSCORE : (1)
0.474,6,2.1211122447949724,BOXSCORE : (1)
0.474,7,2.139819727772262,BOXSCORE : (1)
0.474,8,2.158527210749552,BOXSCORE : (1)
0.474,9,2.177234693726841,BOXSCORE : (1)
0.475,1,2.027593537391502,BOXSCORE : (1)
0.475,2,2.0463010203687917,BOXSCORE : (1)
0.475,3,2.065008503346081,BOXSCORE : (1)
0.475,4,2.0837159863233707,BOXSCORE : (1)
0.475,5,2.1024234693006605,BOXSCORE : (1)
0.475,6,2.12113095227795,BOXSCORE : (1)
0.475,7,2.1398384352552395,BOXSCORE : (1)
0.475,8,2.158545918232529,BOXSCORE : (1)
0.475,9,2.1772534012098186,BOXSCORE : (1)
0.476,1,2.0276122448744793,BOXSCORE : (1)
0.476,2,2.046319727851769,BOXSCORE : (1)
0.476,3,2.0650272108290584,BOXSCORE : (1)
0.476,4,2.083734693806348,BOXSCORE : (1)
